,0
125,1.34729735e-05
126,0.0006730888
127,0.9720661
128,2.3691679e-05
129,0.0025821982
130,2.5950003e-05
131,0.981625
132,0.00072250713
133,0.005046939
134,0.00019370219
135,0.00024719068
136,0.99999344
137,1.3967526e-05
138,0.14445618
139,0.00037780264
140,0.9999987
141,1.6672968e-05
142,2.4947547e-05
143,0.999992
144,0.77096415
145,0.051832203
146,0.026553705
147,0.99699545
148,4.485483e-05
149,3.1895855e-05
150,0.98555136
151,0.1724791
152,0.9999802
153,0.99999154
154,0.9999995
155,2.709818e-05
156,0.005379154
157,0.9997787
158,2.8100223e-05
159,0.99996436
160,0.0015466993
161,2.2287102e-05
162,0.99667907
163,4.8955815e-05
164,0.008075543
165,0.02217716
166,2.7249778e-05
167,5.5821914e-05
168,1.7623788e-05
169,0.2651272
170,0.9999907
171,0.007834184
172,0.9999957
173,0.9999862
174,0.98515785
175,0.059302647
176,8.872774e-05
177,0.0023003214
178,0.99960035
179,0.0006176482
180,2.760547e-05
181,0.9999995
182,2.760547e-05
183,0.9988772
184,0.9999902
185,0.00015313673
186,5.395878e-05
187,0.00024710747
188,0.050425984
189,0.9999727
190,0.9999176
191,0.9999684
192,0.9994609
193,0.021902286
194,0.00020473168
195,3.1957727e-05
196,0.9981876
197,6.249248e-05
198,0.9994986
199,0.9999778
200,0.015265026
201,0.011682803
202,1.0830948e-05
203,0.0043994426
204,2.760547e-05
205,2.760547e-05
206,0.9999486
207,2.5616202e-05
208,0.9999819
209,9.370317e-05
210,0.9998516
211,0.0003660547
212,0.9999839
213,0.0069281226
214,0.055174015
215,0.000682205
216,0.99999094
217,0.99998736
218,0.0009958768
219,2.1307857e-05
220,0.8674526
221,0.18450472
222,7.2437283e-06
223,0.0047365488
224,0.00018808413
225,2.9708874e-05
226,0.99984276
227,0.00024329501
228,0.000111613386
229,0.99961483
230,4.0413885e-05
231,6.089075e-05
232,0.9999974
233,1.7220698e-05
234,6.2120474e-05
235,0.050469387
236,0.29367602
237,0.99999905
238,0.9718497
239,0.0008073656
240,2.3845974e-05
241,1.753624e-05
242,0.99998474
243,1.0654473e-05
244,4.780836e-05
245,0.9893995
246,0.9708165
247,0.9999993
248,1.9724304e-05
249,2.7258639e-05
250,0.9999925
251,8.566049e-05
252,0.0001239115
253,0.9998273
254,0.023243645
255,0.9999987
256,0.99510205
257,0.5173475
258,0.9999852
259,0.9975915
260,0.0004900736
261,1.27269595e-05
262,0.00010559609
263,2.0650563e-05
264,6.0823418e-06
265,1.0488892e-05
266,0.9999714
267,2.5762654e-05
268,0.9999025
269,0.0007397361
270,0.06371013
271,0.0019881802
272,0.9999938
273,0.9999926
274,0.9992225
275,0.9999883
276,0.9999937
277,5.9666568e-06
278,1.5006305e-05
279,0.00012668555
280,0.9046479
281,5.9524842e-05
282,0.99625814
283,3.187959e-05
284,0.1888688
285,0.9997372
286,3.9682877e-06
287,0.9999542
288,0.99997854
289,8.382624e-05
290,0.9988134
291,2.3989445e-05
292,0.99996924
293,5.8247115e-06
294,0.99999416
295,0.025379732
296,3.0603394e-05
297,5.38394e-06
298,1.9978495e-05
299,0.8928191
300,5.281865e-06
301,7.486357e-05
302,0.99606884
303,5.5067583e-05
304,0.9652031
305,0.0095370365
306,0.9870048
307,0.9999007
308,0.99988556
309,4.0767525e-05
310,0.00034208398
311,0.99806505
312,0.9999981
313,0.99996185
314,4.8902395e-05
315,2.760547e-05
316,2.4105646e-05
317,5.31093e-05
318,0.99953616
319,3.9016115e-05
320,9.654142e-06
321,5.3359934e-05
322,0.00076030975
323,0.9999949
324,3.2629475e-06
325,0.00014117867
326,0.99999726
327,2.1180384e-05
328,0.99994564
329,2.547199e-05
330,1.5955233e-05
331,0.9999989
332,1.7588478e-05
333,0.00049709243
334,6.1737182e-06
335,0.000105403225
336,0.9999927
337,2.2234242e-05
338,0.99904174
339,5.09953e-05
340,0.085690506
341,0.99999
342,5.730808e-05
343,0.98584336
344,0.00022417172
345,0.79780495
346,0.99974805
347,0.51871806
348,0.98884994
349,0.00024678517
350,0.00024493333
351,6.584612e-05
352,0.00016890348
353,0.9955043
354,3.51316e-05
355,0.99987185
356,0.99552226
357,0.99998415
358,0.9999982
359,0.0036730464
360,0.25245956
361,2.2585751e-05
362,0.0014589146
363,4.237839e-05
364,0.99944586
365,5.0636696e-05
366,0.006330722
367,0.9999963
368,0.99998486
369,0.9999974
370,0.9998745
371,0.0023327332
372,0.99931145
373,0.015090166
374,0.99997425
375,0.9952743
376,0.04894895
377,0.0006159305
378,6.1238396e-05
379,0.99997735
380,0.99544525
381,3.7824953e-05
382,0.9999771
383,3.005356e-05
384,0.025390975
385,0.00017338883
386,8.437721e-05
387,0.044952806
388,1.5476728e-05
389,0.99973994
390,0.9999957
391,0.062917255
392,0.9994574
393,0.0002512268
394,0.059302647
395,0.044776395
396,0.015925571
397,0.7571701
398,0.99983203
399,2.1307857e-05
400,0.9989599
401,4.2023363e-05
402,2.0719366e-05
403,0.9999814
404,0.0013481735
405,5.6153062e-06
406,0.0009184792
407,2.274809e-05
408,4.0556693e-05
409,2.7247153e-05
410,0.5597295
411,2.760547e-05
412,6.122889e-06
413,0.99999607
414,7.863394e-06
415,3.896974e-05
416,0.99999714
417,9.740491e-06
418,0.9979265
419,0.53130174
420,0.6365677
421,0.00035340572
422,0.0013201362
423,3.1957727e-05
424,1.0378217e-05
425,0.9518535
426,1.7911292e-05
427,0.39263597
428,0.9998555
429,0.99998844
430,0.99999547
431,0.9439553
432,0.9986563
433,0.008167597
434,0.00051208114
435,0.99999
436,0.0017691616
437,2.2455193e-05
438,0.0015564562
439,0.99999917
440,0.7511563
441,0.00050629437
442,5.991992e-05
443,0.00054038514
444,0.017819572
445,1.5074221e-05
446,8.1087324e-05
447,3.6075475e-05
448,8.493633e-05
449,3.320751e-05
450,0.99999785
451,0.00014143455
452,7.772103e-05
453,2.0167605e-05
454,0.21417116
455,3.865255e-05
456,0.99250656
457,2.116837e-05
458,1.5534679e-05
459,2.4633357e-05
460,0.99984825
461,0.00012356979
462,0.999946
463,0.00010412364
464,0.9354447
465,0.99991775
466,9.902101e-06
467,2.3157865e-05
468,1.2669632e-05
469,7.932625e-05
470,0.010925769
471,0.0001396454
472,0.0029385902
473,1.40329885e-05
474,1.8929786e-05
475,0.00014317493
476,4.3403932e-05
477,0.000158144
478,0.99999964
479,0.6209865
480,0.9951946
481,0.0007103044
482,0.8606206
483,0.00022211499
484,0.9999993
485,0.0017389951
486,0.99997735
487,3.8264894e-05
488,0.9975096
489,0.9999578
490,0.0006307738
491,1.0830794e-05
492,1.6474656e-05
493,7.3585026e-05
494,0.00043229424
495,0.9999844
496,0.00010361651
497,0.9999957
498,0.0050355378
499,0.99991703
500,1.8283512e-05
501,0.5170608
502,0.6633922
503,0.9999833
504,0.9999988
505,0.9349253
506,1.5275897e-05
507,0.9999682
508,0.005464346
509,0.99804085
510,2.7684353e-05
511,0.9994894
512,0.000107788896
513,0.99999714
514,0.00013909428
515,0.98294616
516,1.1323377e-05
517,0.99999714
518,0.0010956676
519,0.9999956
520,0.9982412
521,0.000119499746
522,7.109784e-06
523,3.202005e-05
524,5.098993e-06
525,0.99784434
526,0.14977014
527,4.8189697e-05
528,0.9914675
529,0.9702008
530,0.99999726
531,0.99997795
532,2.337103e-05
533,0.24929138
534,0.9845339
535,9.711931e-06
536,0.9999653
537,0.00068698084
538,0.99999917
539,0.99987423
540,0.9944489
541,0.9999342
542,0.9999851
543,0.99939203
544,0.9999918
545,0.9999294
546,0.99995124
547,0.93765765
548,6.303089e-05
549,0.99985504
550,4.7476206e-05
551,0.0072000744
552,5.5961095e-06
553,0.02944286
554,3.7163452e-05
555,2.3350913e-05
556,0.00011806716
557,0.9999995
558,0.99999964
559,1.1669965e-05
560,6.863787e-05
561,9.839906e-06
562,3.815263e-05
563,0.00029380698
564,0.9998516
565,0.9999814
566,2.6688298e-05
567,0.0002029554
568,0.00011585691
569,3.290859e-05
570,0.19004557
571,2.760547e-05
572,0.9996153
573,7.248429e-05
574,0.99999774
575,8.921794e-06
576,2.6360582e-05
577,8.108021e-05
578,0.00013106978
579,0.00012572175
580,4.820247e-05
581,0.011789026
582,0.0010762326
583,0.0007110849
584,0.00010576145
585,3.61857e-05
586,0.99998975
587,0.00021325263
588,0.045448627
589,0.9999995
590,0.0004905045
591,0.9999962
592,0.059302647
593,9.302201e-05
594,8.4875355e-05
595,0.015010615
596,0.9997278
597,0.15486966
598,0.9984403
599,4.309575e-05
600,0.00024394142
601,6.304905e-05
602,4.980947e-06
603,0.21579681
604,3.3119709e-06
605,0.00019214029
606,0.9981456
607,0.4944593
608,0.000971063
609,0.9999981
610,0.01781979
611,0.0004462569
612,0.0033243785
613,3.648953e-06
614,0.9999205
615,0.0001263627
616,3.071145e-05
617,0.00028838502
618,0.99999774
619,0.72415507
620,0.9999949
621,0.99999654
622,0.9998776
623,0.99994564
624,0.99048156
625,0.86465615
626,5.9044472e-05
627,5.098993e-06
628,6.815555e-05
629,0.99999857
630,0.1629331
631,3.61857e-05
632,0.001080623
633,0.008777752
634,1.5968964e-05
635,0.90679437
636,0.99999607
637,0.99911267
638,0.9998665
639,0.9999925
640,0.99999845
641,1.9984363e-05
642,0.99999976
643,2.226709e-05
644,0.0020338122
645,0.9998816
646,0.9577204
647,0.001530716
648,0.9999956
649,0.0016677442
650,4.341536e-05
651,0.9999994
652,5.316274e-06
653,0.9858387
654,3.8195405e-05
655,4.6256017e-05
656,0.34674004
657,0.0018125562
658,0.0009420123
659,1.0952288e-05
660,5.034002e-06
661,0.028613724
662,0.9999982
663,0.99999154
664,9.5986015e-06
665,5.4637712e-05
666,0.00013431367
667,0.0013068944
668,0.77122086
669,0.99999344
670,6.0752745e-06
671,0.0016697358
672,2.6093661e-05
673,0.46735016
674,0.039707582
675,0.99921286
676,0.9999943
677,0.0002045816
678,0.09065595
679,7.272787e-05
680,0.931098
681,0.00028013083
682,0.9296997
683,0.9999951
684,0.008499532
685,0.76688224
686,0.0021206744
687,7.175941e-06
688,0.0017888196
689,0.42841846
690,0.005124558
691,0.023114752
692,0.9987972
693,7.6676646e-05
694,0.029106187
695,0.021814283
696,0.29209626
697,0.9994758
698,0.00031294354
699,0.9999263
700,0.9999033
701,0.9999982
702,7.21362e-05
703,0.9999987
704,0.99960285
705,8.4040184e-05
706,1.2598784e-05
707,0.0046192612
708,0.0016991274
709,0.9999838
710,0.52059805
711,9.233595e-05
712,6.50108e-06
713,0.9999527
714,0.99999833
715,8.2500255e-06
716,0.03762702
717,0.00018177548
718,3.7334812e-05
719,0.9987538
720,0.9916469
721,2.6418844e-05
722,0.99997735
723,0.0035941557
724,0.00023493658
725,0.9947351
726,0.0007213421
727,2.3547453e-05
728,0.99993515
729,1.6697886e-05
730,0.9999993
731,0.004756746
732,5.2437557e-05
733,8.125289e-05
734,0.99999845
735,6.605844e-05
736,0.93040204
737,2.1307857e-05
738,0.99976045
739,3.7241254e-05
740,0.99906033
741,0.9999993
742,2.6945521e-05
743,0.9986891
744,0.9920322
745,0.0002481674
746,1.6826392e-05
747,4.96846e-06
748,4.9419585e-05
749,0.00018130844
750,2.760547e-05
751,0.00011190847
752,0.00011962537
753,2.3769599e-05
754,1.903558e-05
755,0.00015406046
756,4.771503e-05
757,0.036401387
758,0.6568026
759,0.00019590862
760,0.99913055
761,0.9999248
762,0.0017658451
763,0.021409884
764,8.023577e-05
765,1.4311085e-05
766,0.99999464
767,0.7828533
768,0.00015052463
769,0.99998045
770,0.00032352438
771,4.394667e-05
772,0.9989372
773,0.00013346646
774,0.97094166
775,0.07993676
776,0.52535594
777,0.99998987
778,9.519943e-05
779,0.99999034
780,0.65804946
781,5.032245e-05
782,7.012052e-06
783,0.99999523
784,8.1593134e-05
785,0.0057529705
786,0.00015781501
787,1.2368345e-05
788,0.9997187
789,0.9998983
790,0.95151275
791,2.1340678e-05
792,1.42565295e-05
793,4.1476123e-05
794,1.094144e-05
795,0.9999956
796,0.03762702
797,0.9999969
798,0.99991167
799,0.9998443
800,0.14381504
801,9.899334e-06
802,6.4153595e-05
803,0.99983764
804,0.82657516
805,4.3084997e-06
806,0.9523369
807,0.6017081
808,0.0047026104
809,5.9326667e-05
810,0.9999995
811,0.00012569707
812,3.083747e-05
813,7.973959e-05
814,8.4040825e-05
815,0.0129646
816,0.9945397
817,0.99998224
818,0.9999999
819,0.00019398646
820,2.3680723e-05
821,7.008691e-05
822,6.528454e-06
823,3.401966e-05
824,3.962487e-05
825,6.04846e-05
826,6.303089e-05
827,0.9987662
828,0.0014304509
829,8.276593e-05
830,0.000445885
831,0.99999726
832,0.00019810353
833,6.905477e-05
834,6.321466e-05
835,0.9999987
836,0.0069283745
837,2.5914318e-05
838,0.11762988
839,1.803802e-05
840,0.0004076446
841,0.7789532
842,0.99999166
843,0.98441607
844,0.9998683
845,0.9999689
846,8.4231775e-05
847,0.9911061
848,0.9958307
849,0.95949835
850,0.99982053
851,0.9999944
852,0.23153666
853,0.00013798305
854,6.697831e-06
855,0.00017908635
856,0.14682671
857,1.8321756e-05
858,0.9067437
859,3.3022265e-05
860,5.0116618e-05
861,0.86099845
862,5.7633344e-05
863,0.004074458
864,0.000414201
865,0.9990089
866,0.99939764
867,0.011037816
868,0.00027101272
869,0.9999975
870,6.478393e-05
871,7.651711e-05
872,0.9839287
873,0.9265664
874,3.1957727e-05
875,0.00011788761
876,3.3029195e-05
877,0.9999962
878,0.000100159574
879,0.5341523
880,1.1262453e-05
881,0.9999981
882,5.6278383e-05
883,0.91350144
884,0.99999356
885,0.9999968
886,0.9999999
887,0.00010744675
888,0.0027016862
889,0.000100698824
890,0.9997707
891,2.2796408e-05
892,0.23476106
893,0.9999875
894,5.392118e-05
895,0.9999995
896,0.0003058961
897,4.9366736e-06
898,0.0029955106
899,7.760564e-05
900,0.90037584
901,0.9422726
902,0.00012746434
903,7.642397e-06
904,8.166256e-05
905,0.9427187
906,3.5072953e-05
907,4.5567896e-05
908,1.9932706e-05
909,1.0727484e-05
910,0.99999285
911,0.00014993158
912,0.9999865
913,3.9811788e-05
914,0.99979824
915,0.99999774
916,0.9979761
917,0.9576879
918,0.001024365
919,0.0001118498
920,3.865749e-05
921,0.0013802476
922,2.760547e-05
923,0.0042359536
924,0.0033543296
925,0.99999464
926,0.06923224
927,4.341536e-05
928,0.9967349
929,0.00011893079
930,1.2436698e-05
931,4.6387526e-05
932,0.9966949
933,0.99872893
934,4.46364e-05
935,9.7311844e-05
936,0.9999691
937,0.00017006607
938,0.00023288747
939,0.99999213
940,0.13340576
941,0.99999833
942,4.4637207e-05
943,2.760547e-05
944,0.97024685
945,2.8922883e-05
946,0.86633754
947,2.9235382e-05
948,0.0001841115
949,0.00020870075
950,0.99979824
951,4.127765e-05
952,0.99599224
953,0.9986022
954,7.36978e-05
955,0.99999917
956,0.99218106
957,2.8505678e-05
958,0.9999995
959,0.99997973
960,0.99999535
961,0.03979284
962,2.106938e-05
963,0.32198167
964,7.663876e-06
965,4.8383972e-05
966,0.020829335
967,0.9999316
968,0.9998759
969,0.99815935
970,0.9998956
971,9.131799e-06
972,0.00019517662
973,0.9999987
974,0.97961515
975,0.026477491
976,0.92754066
977,0.00037248142
978,4.612449e-05
979,0.9999963
980,0.0003192894
981,0.0075257346
982,9.128533e-06
983,0.99998343
984,0.9996934
985,0.00033054673
986,0.0030176525
987,9.721436e-05
988,0.0023634578
989,1.923687e-05
990,0.9999951
991,0.00017949613
992,0.9993581
993,6.0985e-05
994,0.99999833
995,4.943307e-06
996,0.8813739
997,0.99997354
998,0.1631479
999,0.9999826
1000,6.411819e-05
1001,0.0013817976
1002,0.9999447
1003,0.00016632098
1004,7.502695e-05
1005,1.4270404e-05
1006,0.47671348
1007,9.3244664e-05
1008,0.0035563752
1009,0.9999974
1010,4.3921104e-06
1011,0.0005705865
1012,1.4027182e-05
1013,0.9999994
1014,2.760547e-05
1015,5.560917e-06
1016,1.4908637e-05
1017,0.9994836
1018,0.8495081
1019,0.999866
1020,0.059302647
1021,0.00021947386
1022,4.2539665e-05
1023,1.9759003e-05
1024,4.53835e-05
1025,6.013745e-05
1026,8.169299e-06
1027,0.00014164252
1028,0.9999933
1029,6.945386e-06
1030,0.9999809
1031,0.007283866
1032,5.7664183e-05
1033,0.0012375867
1034,0.23907511
1035,0.9999689
1036,0.00034351868
1037,1.8519224e-05
1038,0.85653716
1039,0.99925524
1040,0.9998981
1041,0.9999982
1042,0.15939409
1043,5.8987793e-05
1044,0.000103194776
1045,0.9995715
1046,0.99997044
1047,0.9926165
1048,0.99678695
1049,3.49872e-05
1050,0.9999987
1051,0.9893175
1052,5.013598e-05
1053,0.00623092
1054,0.9999988
1055,0.0003516281
1056,0.8392785
1057,0.20300554
1058,8.540406e-06
1059,2.1224785e-05
1060,0.9993262
1061,2.5240604e-05
1062,2.6038828e-05
1063,3.7220376e-05
1064,1.83331e-05
1065,0.9999043
1066,0.000109004344
1067,0.99999976
1068,0.00014064444
1069,0.014249372
1070,8.4917534e-05
1071,1.6474656e-05
1072,3.4321605e-05
1073,1.3696799e-05
1074,0.99999905
1075,0.99999917
1076,5.616413e-05
1077,1.1053049e-05
1078,4.0978004e-05
1079,0.04911473
1080,0.940855
1081,7.167706e-06
1082,0.00020835915
1083,0.0020994064
1084,0.9334627
1085,0.9968887
1086,0.0014729664
1087,9.7044685e-06
1088,0.99388427
1089,0.9999596
1090,0.00010816657
1091,0.9999988
1092,3.2671065e-05
1093,0.9999645
1094,0.039058805
1095,0.99999785
1096,1.32882915e-05
1097,6.733498e-05
1098,0.38615856
1099,0.9999646
1100,0.9999987
1101,3.5075696e-05
1102,0.9999963
1103,2.0866859e-05
1104,0.0002164233
1105,7.3883934e-06
1106,0.9816421
1107,0.0010744634
1108,0.00030062953
1109,1.0568576e-05
1110,1.8424167e-06
1111,0.9981006
1112,0.99952006
1113,1.628819e-05
1114,0.9999809
1115,0.99999774
1116,0.99999726
1117,0.999877
1118,0.9999937
1119,0.0002101436
1120,0.00037693063
1121,0.00598384
1122,0.0002218312
1123,2.760547e-05
1124,5.4068085e-05
1125,0.00025922272
1126,1.7365972e-05
1127,2.1937081e-05
1128,0.9999436
1129,0.16818099
1130,0.00013271302
1131,0.9996617
1132,0.006795214
1133,0.06016541
1134,3.620102e-05
1135,0.999764
1136,6.176453e-05
1137,0.9999783
1138,0.98578227
1139,0.99998116
1140,0.0011808949
1141,8.168087e-05
1142,0.9999951
1143,0.999818
1144,7.60499e-06
1145,0.0023425038
1146,0.06514732
1147,2.0013009e-05
1148,0.99700314
1149,9.965625e-05
1150,0.9952148
1151,0.0026109484
1152,9.46089e-06
1153,1.2942107e-05
1154,0.9933194
1155,0.99789643
1156,0.99975795
1157,6.2653567e-06
1158,0.032764163
1159,0.20811668
1160,0.0031605796
1161,0.99996436
1162,0.995695
1163,0.064599395
1164,2.953873e-06
1165,0.9940096
1166,0.9270392
1167,0.9702157
1168,0.00019805442
1169,4.0413885e-05
1170,0.9995832
1171,6.329682e-05
1172,0.0071163974
1173,0.9906685
1174,4.531854e-05
1175,0.99999917
1176,2.1377606e-05
1177,0.9999815
1178,0.99999833
1179,0.99769443
1180,0.9836731
1181,1.06130365e-05
1182,0.0006466192
1183,1.6813286e-05
1184,0.018030949
1185,2.9602566e-05
1186,0.25471643
1187,0.999853
1188,3.559907e-05
1189,0.9983467
1190,0.9989278
1191,0.54653263
1192,2.684843e-06
1193,0.98431534
1194,0.999997
1195,0.9505971
1196,3.504517e-05
1197,0.00012424764
1198,0.999985
1199,0.40200645
1200,0.00032069886
1201,0.9999702
1202,8.059165e-05
1203,3.7186743e-05
1204,0.0031189362
1205,0.99996805
1206,0.8442471
1207,0.0009371878
1208,0.99998915
1209,1.719636e-05
1210,8.4145395e-05
1211,8.381102e-06
1212,0.99952066
1213,0.9720661
1214,0.9827377
1215,4.5453402e-05
1216,0.00080996624
1217,0.8331615
1218,3.3032662e-05
1219,0.009603995
1220,0.029886406
1221,0.9999987
1222,0.9993831
1223,0.00011647202
1224,0.00017812841
1225,0.9989255
1226,1.1119053e-05
1227,0.9999957
1228,0.9975656
1229,0.21098138
1230,7.842151e-05
1231,0.0007561705
1232,0.99925095
1233,0.00013530876
1234,0.99832803
1235,0.00042543578
1236,0.9966517
1237,0.15027452
1238,4.0413885e-05
1239,0.9999995
1240,0.99982554
1241,0.028690415
1242,0.7066613
1243,0.79293317
1244,0.9944489
1245,0.0021342258
1246,1.1678939e-05
1247,6.571144e-05
1248,0.99999774
1249,0.016763313
1250,0.012881459
1251,0.0021406105
1252,0.94835246
1253,0.97892123
1254,0.16818099
1255,0.00012035158
1256,0.54287136
1257,0.99999535
1258,0.005691212
1259,0.010435156
1260,2.1043636e-05
1261,3.5102363e-05
1262,0.00048706954
1263,0.00013024153
1264,0.033111356
1265,0.99421966
1266,0.99990726
1267,0.9999926
1268,2.9196624e-05
1269,0.9981876
1270,0.41941145
1271,0.00026325238
1272,1.4768586e-05
1273,0.99999976
1274,0.999816
1275,0.9980215
1276,0.00057713466
1277,0.99043757
1278,4.335367e-05
1279,0.9999856
1280,0.0007241443
1281,8.575244e-05
1282,2.0953641e-05
1283,1.7594519e-05
1284,0.28671193
1285,0.24657775
1286,0.99995387
1287,0.0006249115
1288,0.999995
1289,0.9988306
1290,5.5338536e-05
1291,0.79428923
1292,0.00032866478
1293,1.8291972e-05
1294,0.99999666
1295,0.00014022156
1296,9.704968e-06
1297,0.0010519039
1298,1.5653606e-05
1299,0.3634402
1300,0.002210485
1301,0.0012779982
1302,2.760547e-05
1303,0.0018795524
1304,1.0734115e-05
1305,4.3118166e-06
1306,9.536161e-05
1307,0.99999475
1308,2.2982125e-05
1309,0.0035523945
1310,0.99998224
1311,1.2187713e-05
1312,0.9998474
1313,0.9998692
1314,0.999845
1315,0.007153544
1316,0.99999714
1317,1.598211e-05
1318,0.55942154
1319,0.0009548672
1320,0.05479275
1321,0.999997
1322,0.002546001
1323,0.42500097
1324,0.060141545
1325,5.302105e-05
1326,1.9557976e-05
1327,1.4864075e-05
1328,0.2544671
1329,5.7528177e-06
1330,6.607475e-06
1331,0.0020348325
1332,0.002893557
1333,0.00018745518
1334,4.9613278e-05
1335,1.4585842e-05
1336,1.0397565e-05
1337,0.000112094946
1338,0.99999285
1339,0.9999671
1340,0.99998605
1341,0.04253833
1342,2.760547e-05
1343,7.206906e-06
1344,0.96706367
1345,4.2910066e-05
1346,0.00013943929
1347,0.9999075
1348,0.00046050802
1349,0.99913543
1350,2.504292e-05
1351,0.9996731
1352,1.5877897e-05
1353,0.96929425
1354,0.58814925
1355,0.9999999
1356,0.9812682
1357,0.00086714403
1358,0.99999714
1359,3.299639e-05
1360,2.2129403e-05
1361,0.00012883883
1362,1.934541e-05
1363,5.5651828e-05
1364,2.4480109e-05
1365,3.2860607e-05
1366,8.841185e-06
1367,0.0032397246
1368,0.9994061
1369,0.0011361734
1370,8.589361e-05
1371,4.0913652e-05
1372,4.1548414e-05
1373,0.00011247173
1374,0.42415172
1375,1.0191056e-05
1376,8.644737e-06
1377,0.7367976
1378,0.9999577
1379,1.4896209e-06
1380,0.0033252616
1381,7.7953504e-05
1382,8.932676e-05
1383,0.0044052317
1384,0.00042404278
1385,0.00028630134
1386,0.99997735
1387,5.422943e-06
1388,0.9998319
1389,0.77022994
1390,0.9178615
1391,0.9999994
1392,0.016443934
1393,0.034169972
1394,0.00036994633
1395,0.010712176
1396,0.99991
1397,0.9997383
1398,0.0014506142
1399,6.555437e-06
1400,8.2520555e-06
1401,5.2531806e-05
1402,9.210545e-05
1403,0.9999933
1404,0.9999336
1405,0.99974316
1406,1.31503e-05
1407,0.35259053
1408,7.150092e-05
1409,2.0309017e-05
1410,0.9997799
1411,2.760547e-05
1412,0.99997294
1413,0.46421733
1414,5.6078978e-05
1415,5.1678224e-05
1416,0.0010141723
1417,0.99979955
1418,0.99999857
1419,0.0022659234
1420,0.99999905
1421,0.003864588
1422,0.41031966
1423,0.21829039
1424,2.7172082e-05
1425,0.00017966513
1426,0.9866182
1427,0.012553476
1428,5.2977786e-05
1429,0.0063037286
1430,0.002210485
1431,0.9999989
1432,2.1582451e-05
1433,0.99893826
1434,1.9835505e-05
1435,0.00015479627
1436,2.0281632e-05
1437,0.99999034
1438,0.99997413
1439,1.6949565e-05
1440,0.0003052526
1441,3.909988e-05
1442,0.016101446
1443,6.251674e-05
1444,1.0869492e-05
1445,0.9999783
1446,0.00011004843
1447,0.00013885151
1448,0.011482688
1449,0.9999988
1450,0.9964191
1451,0.9999113
1452,4.0478873e-05
1453,6.7752546e-05
1454,0.9996125
1455,0.99971527
1456,0.00013109691
1457,0.999949
1458,0.9989188
1459,2.760547e-05
1460,0.0004073024
1461,0.00017830869
1462,0.33265248
1463,0.99999595
1464,8.032727e-06
1465,0.9999876
1466,3.697524e-05
1467,2.1115038e-05
1468,0.9997179
1469,0.999992
1470,0.0007320651
1471,0.14190017
1472,0.7336939
1473,3.5888534e-05
1474,9.4688985e-05
1475,0.9999927
1476,0.001224312
1477,0.45778
1478,0.7499032
1479,0.99979156
1480,0.0002502259
1481,0.9999963
1482,0.99412596
1483,1.6672968e-05
1484,0.0005510364
1485,1.9557809e-05
1486,9.348131e-05
1487,0.06630079
1488,2.4710604e-05
1489,7.282447e-05
1490,1.6998514e-05
1491,4.1262265e-05
1492,0.0009877149
1493,0.9999999
1494,0.9926002
1495,0.9923569
1496,0.99997854
1497,0.9999299
1498,0.041995376
1499,0.00018389554
